 num     #instances         #bytes  class name (module)
4747:             1             16  com.staros.proto.FileStoreMgrImageMetaHeader$1
4748:             1             16  com.staros.proto.FileStoreType$1
4749:             1             16  com.staros.proto.GetFileStoreRequest$1
4750:             1             16  com.staros.proto.GetFileStoreResponse$1
4751:             1             16  com.staros.proto.GetMetaGroupRequest$1
4752:             1             16  com.staros.proto.GetMetaGroupResponse$1
4753:             1             16  com.staros.proto.GetServiceRequest$1
4754:             1             16  com.staros.proto.GetServiceResponse$1
4755:             1             16  com.staros.proto.GetShardGroupRequest$1
4756:             1             16  com.staros.proto.GetShardGroupResponse$1
4757:             1             16  com.staros.proto.GetShardRequest$1
4758:             1             16  com.staros.proto.GetShardResponse$1
4759:             1             16  com.staros.proto.GetWorkerRequest$1
4760:             1             16  com.staros.proto.GetWorkerResponse$1
4761:             1             16  com.staros.proto.JournalEntry$1
4762:             1             16  com.staros.proto.JournalHeader$1
4763:             1             16  com.staros.proto.LeaderInfo$1
4764:             1             16  com.staros.proto.ListFileStoreRequest$1
4765:             1             16  com.staros.proto.ListFileStoreResponse$1
4766:             1             16  com.staros.proto.ListMetaGroupRequest$1
4767:             1             16  com.staros.proto.ListMetaGroupResponse$1
4768:             1             16  com.staros.proto.ListShardGroupRequest$1
4769:             1             16  com.staros.proto.ListShardGroupResponse$1
4770:             1             16  com.staros.proto.ListShardRequest$1
4771:             1             16  com.staros.proto.ListShardResponse$1
4772:             1             16  com.staros.proto.ListWorkerGroupRequest$1
4773:             1             16  com.staros.proto.ListWorkerGroupResponse$1
4774:             1             16  com.staros.proto.OperationType$1
4775:             1             16  com.staros.proto.PlacementPolicy$1
4776:             1             16  com.staros.proto.QueryMetaGroupStableRequest$1
4777:             1             16  com.staros.proto.QueryMetaGroupStableResponse$1
4778:             1             16  com.staros.proto.RegisterServiceRequest$1
4779:             1             16  com.staros.proto.RegisterServiceResponse$1
4780:             1             16  com.staros.proto.RemoveFileStoreRequest$1
4781:             1             16  com.staros.proto.RemoveFileStoreResponse$1
4782:             1             16  com.staros.proto.RemoveShardRequest$1
4783:             1             16  com.staros.proto.RemoveShardResponse$1
4784:             1             16  com.staros.proto.RemoveWorkerRequest$1
4785:             1             16  com.staros.proto.RemoveWorkerResponse$1
4786:             1             16  com.staros.proto.ReplicaInfo$1
4787:             1             16  com.staros.proto.ReplicaRole$1
4788:             1             16  com.staros.proto.S3FileStoreInfo$1
4789:             1             16  com.staros.proto.SectionHeader$1
4790:             1             16  com.staros.proto.SectionType$1
4791:             1             16  com.staros.proto.ServiceInfo$1
4792:             1             16  com.staros.proto.ServiceManagerFileStoreMgrHeader$1
4793:             1             16  com.staros.proto.ServiceManagerImageData$1
4794:             1             16  com.staros.proto.ServiceManagerImageMetaFooter$1
4795:             1             16  com.staros.proto.ServiceManagerImageMetaHeader$1
4796:             1             16  com.staros.proto.ServiceManagerShardManagerHeader$1
4797:             1             16  com.staros.proto.ServiceState$1
4798:             1             16  com.staros.proto.ServiceTemplateInfo$1
4799:             1             16  com.staros.proto.ShardGroupInfo$1
4800:             1             16  com.staros.proto.ShardInfo$1
4801:             1             16  com.staros.proto.ShardInfoList$1
4802:             1             16  com.staros.proto.ShardManagerImageMetaFooter$1
4803:             1             16  com.staros.proto.ShardManagerImageMetaHeader$1
4804:             1             16  com.staros.proto.ShardReportInfo$1
4805:             1             16  com.staros.proto.ShardState$1
4806:             1             16  com.staros.proto.ShutdownServiceRequest$1
4807:             1             16  com.staros.proto.ShutdownServiceResponse$1
4808:             1             16  com.staros.proto.StarManagerGrpc$StarManagerFileDescriptorSupplier
4809:             1             16  com.staros.proto.StarManagerImageMetaFooter$1
4810:             1             16  com.staros.proto.StarManagerImageMetaHeader$1
4811:             1             16  com.staros.proto.StarStatus$1
4812:             1             16  com.staros.proto.StarletHeartbeatRequest$1
4813:             1             16  com.staros.proto.StarletHeartbeatResponse$1
4814:             1             16  com.staros.proto.StatusCode$1
4815:             1             16  com.staros.proto.UpdateFileStoreRequest$1
4816:             1             16  com.staros.proto.UpdateFileStoreResponse$1
4817:             1             16  com.staros.proto.UpdateMetaGroupRequest$1
4818:             1             16  com.staros.proto.UpdateMetaGroupResponse$1
4819:             1             16  com.staros.proto.UpdateShardGroupRequest$1
4820:             1             16  com.staros.proto.UpdateShardGroupResponse$1
4821:             1             16  com.staros.proto.UpdateShardRequest$1
4822:             1             16  com.staros.proto.UpdateShardResponse$1
4823:             1             16  com.staros.proto.UpdateWorkerGroupRequest$1
4824:             1             16  com.staros.proto.UpdateWorkerGroupResponse$1
4825:             1             16  com.staros.proto.WorkerGroupDetailInfo$1
4826:             1             16  com.staros.proto.WorkerGroupSpec$1
4827:             1             16  com.staros.proto.WorkerGroupState$1
4828:             1             16  com.staros.proto.WorkerHeartbeatRequest$1
4829:             1             16  com.staros.proto.WorkerHeartbeatResponse$1
4830:             1             16  com.staros.proto.WorkerInfo$1
4831:             1             16  com.staros.proto.WorkerManagerImageMetaFooter$1
4832:             1             16  com.staros.proto.WorkerManagerImageMetaHeader$1
4833:             1             16  com.staros.proto.WorkerManagerServiceWorkerGroup$1
4834:             1             16  com.staros.proto.WorkerManagerWorkers$1
4835:             1             16  com.staros.proto.WorkerState$1
4836:             1             16  com.staros.schedule.ShardSchedulerV2$$Lambda$282/0x0000000840506040
4837:             1             16  com.staros.schedule.ShardSchedulerV2$$Lambda$811/0x0000000840afa040
4838:             1             16  com.staros.schedule.ShardSchedulerV2$ExclusiveLocker$$Lambda$814/0x0000000840afac40
4839:             1             16  com.staros.schedule.ShardSchedulerV2$ExclusiveLocker$$Lambda$815/0x0000000840afb040
4840:             1             16  com.staros.schedule.select.FirstNSelector$$Lambda$823/0x0000000840afec40
4841:             1             16  com.staros.shard.Shard$$Lambda$284/0x0000000840505840
4842:             1             16  com.staros.shard.ShardChecker$$Lambda$263/0x000000084047a840
4843:             1             16  com.staros.shard.ShardManager$$Lambda$807/0x0000000840af8c40
4844:             1             16  com.staros.shard.ShardManager$$Lambda$938/0x0000000840b62c40
4845:             1             16  com.staros.shard.ShardPolicyFilter$ExcludeShardPlacementPolicy
4846:             1             16  com.staros.worker.DummyResourceManager
4847:             1             16  com.staros.worker.WorkerGroup$$Lambda$291/0x0000000840503c40
4848:             1             16  com.staros.worker.WorkerGroup$$Lambda$292/0x0000000840503040
4849:             1             16  com.staros.worker.WorkerManager$$Lambda$355/0x000000084062b440
4850:             1             16  com.starrocks.StarRocksFE$$Lambda$451/0x000000084070b440
4851:             1             16  com.starrocks.analysis.BinaryPredicate$$Lambda$1033/0x0000000840bcfc40
4852:             1             16  com.starrocks.analysis.BinaryPredicate$$Lambda$1034/0x0000000840bcf040
4853:             1             16  com.starrocks.analysis.BinaryPredicate$$Lambda$1035/0x0000000840bcf440
4854:             1             16  com.starrocks.analysis.Expr$$Lambda$1251/0x0000000840c24c40
4855:             1             16  com.starrocks.analysis.Expr$$Lambda$1253/0x0000000840c25040
4856:             1             16  com.starrocks.analysis.Expr$$Lambda$603/0x0000000840957c40
4857:             1             16  com.starrocks.analysis.Expr$1
4858:             1             16  com.starrocks.analysis.Expr$2
4859:             1             16  com.starrocks.analysis.Expr$3
4860:             1             16  com.starrocks.analysis.Expr$4
4861:             1             16  com.starrocks.analysis.Expr$5
4862:             1             16  com.starrocks.analysis.ExprId
4863:             1             16  com.starrocks.analysis.FunctionalExprProvider$$Lambda$909/0x0000000840b55440
4864:             1             16  com.starrocks.analysis.FunctionalExprProvider$$Lambda$910/0x0000000840b54840
4865:             1             16  com.starrocks.analysis.FunctionalExprProvider$$Lambda$911/0x0000000840b54c40
4866:             1             16  com.starrocks.analysis.FunctionalExprProvider$$Lambda$913/0x0000000840b53840
4867:             1             16  com.starrocks.analysis.FunctionalExprProvider$$Lambda$915/0x0000000840b53040
4868:             1             16  com.starrocks.analysis.ResourcePattern
4869:             1             16  com.starrocks.authentication.AuthenticationMgr$UserAuthInfoTreeMap$$Lambda$165/0x0000000840203840
4870:             1             16  com.starrocks.authentication.KerberosAuthenticationProvider
