 num     #instances         #bytes  class name (module)
4346:             1             24  java.util.jar.Manifest (java.base@11.0.14)
4347:             1             24  java.util.logging.FileHandler$MeteredStream (java.logging@11.0.14)
4348:             1             24  java.util.logging.LogManager$LoggerContext (java.logging@11.0.14)
4349:             1             24  java.util.regex.CharPredicates$$Lambda$673/0x0000000840a1e840 (java.base@11.0.14)
4350:             1             24  java.util.regex.Pattern$Pos (java.base@11.0.14)
4351:             1             24  java.util.regex.Pattern$StartS (java.base@11.0.14)
4352:             1             24  java.util.zip.ZipCoder$UTF8 (java.base@11.0.14)
4353:             1             24  jdk.internal.logger.BootstrapLogger$RedirectedLoggers (java.base@11.0.14)
4354:             1             24  jdk.internal.module.ModuleHashes (java.base@11.0.14)
4355:             1             24  jdk.internal.module.SystemModuleFinders$SystemModuleFinder (java.base@11.0.14)
4356:             1             24  jdk.management.jfr.StreamManager (jdk.management.jfr@11.0.14)
4357:             1             24  jdk.management.jfr.internal.FlightRecorderMXBeanProvider$SingleMBeanComponent (jdk.management.jfr@11.0.14)
4358:             1             24  jdk.nio.zipfs.ZipCoder$UTF8 (jdk.zipfs@11.0.14)
4359:             1             24  org.antlr.v4.runtime.atn.LexerActionExecutor
4360:             1             24  org.antlr.v4.runtime.atn.LexerCustomAction
4361:             1             24  org.antlr.v4.runtime.atn.SemanticContext$Predicate
4362:             1             24  org.antlr.v4.runtime.misc.Pair
4363:             1             24  org.apache.commons.lang3.tuple.ImmutableTriple
4364:             1             24  org.apache.log4j.Hierarchy$PrivateLoggerAdapter
4365:             1             24  org.apache.logging.log4j.core.appender.ConsoleAppender$Target$1
4366:             1             24  org.apache.logging.log4j.core.appender.ConsoleAppender$Target$2
4367:             1             24  org.apache.logging.log4j.core.appender.rolling.FileExtension$1
4368:             1             24  org.apache.logging.log4j.core.appender.rolling.FileExtension$2
4369:             1             24  org.apache.logging.log4j.core.appender.rolling.FileExtension$3
4370:             1             24  org.apache.logging.log4j.core.appender.rolling.FileExtension$4
4371:             1             24  org.apache.logging.log4j.core.appender.rolling.FileExtension$5
4372:             1             24  org.apache.logging.log4j.core.appender.rolling.FileExtension$6
4373:             1             24  org.apache.logging.log4j.core.async.ThreadNameCachingStrategy$1
4374:             1             24  org.apache.logging.log4j.core.async.ThreadNameCachingStrategy$2
4375:             1             24  org.apache.logging.log4j.core.config.LoggerConfig$LoggerConfigPredicate$1
4376:             1             24  org.apache.logging.log4j.core.config.LoggerConfig$LoggerConfigPredicate$2
4377:             1             24  org.apache.logging.log4j.core.config.LoggerConfig$LoggerConfigPredicate$3
4378:             1             24  org.apache.logging.log4j.core.config.Loggers
4379:             1             24  org.apache.logging.log4j.core.config.json.JsonConfigurationFactory
4380:             1             24  org.apache.logging.log4j.core.config.plugins.util.PluginRegistry
4381:             1             24  org.apache.logging.log4j.core.config.yaml.YamlConfigurationFactory
4382:             1             24  org.apache.logging.log4j.core.impl.Log4jContextFactory
4383:             1             24  org.apache.logging.log4j.core.jmx.ContextSelectorAdmin
4384:             1             24  org.apache.logging.log4j.core.pattern.IntegerPatternConverter
4385:             1             24  org.apache.logging.log4j.core.pattern.LevelPatternConverter$SimpleLevelPatternConverter
4386:             1             24  org.apache.logging.log4j.core.pattern.LineLocationPatternConverter
4387:             1             24  org.apache.logging.log4j.core.pattern.LineSeparatorPatternConverter
4388:             1             24  org.apache.logging.log4j.core.pattern.MessagePatternConverter$SimpleMessagePatternConverter
4389:             1             24  org.apache.logging.log4j.core.pattern.MethodLocationPatternConverter
4390:             1             24  org.apache.logging.log4j.core.pattern.NameAbbreviator$MaxElementAbbreviator$Strategy$1
4391:             1             24  org.apache.logging.log4j.core.pattern.NameAbbreviator$MaxElementAbbreviator$Strategy$2
4392:             1             24  org.apache.logging.log4j.core.pattern.SimpleLiteralPatternConverter$Space
4393:             1             24  org.apache.logging.log4j.core.pattern.ThreadIdPatternConverter
4394:             1             24  org.apache.logging.log4j.core.pattern.ThreadNamePatternConverter
4395:             1             24  org.apache.logging.log4j.message.SimpleMessage
4396:             1             24  org.apache.logging.log4j.spi.DefaultThreadContextMap
4397:             1             24  org.apache.logging.log4j.status.StatusConsoleListener
4398:             1             24  org.apache.logging.slf4j.Log4jLoggerFactory
4399:             1             24  org.apache.logging.slf4j.Log4jMarker
4400:             1             24  org.apache.spark.internal.config.ConfigEntry$
4401:             1             24  org.apache.thrift.transport.TServerSocket
4402:             1             24  org.roaringbitmap.RoaringArray
4403:             1             24  org.slf4j.helpers.FormattingTuple
4404:             1             24  org.slf4j.helpers.SubstituteLoggerFactory
4405:             1             24  org.sparkproject.guava.collect.GenericMapMaker$NullListener
4406:             1             24  org.sparkproject.guava.collect.MapMakerInternalMap$EntryFactory$1
4407:             1             24  org.sparkproject.guava.collect.MapMakerInternalMap$EntryFactory$2
4408:             1             24  org.sparkproject.guava.collect.MapMakerInternalMap$EntryFactory$3
4409:             1             24  org.sparkproject.guava.collect.MapMakerInternalMap$EntryFactory$4
4410:             1             24  org.sparkproject.guava.collect.MapMakerInternalMap$EntryFactory$5
4411:             1             24  org.sparkproject.guava.collect.MapMakerInternalMap$EntryFactory$6
4412:             1             24  org.sparkproject.guava.collect.MapMakerInternalMap$EntryFactory$7
4413:             1             24  org.sparkproject.guava.collect.MapMakerInternalMap$EntryFactory$8
4414:             1             24  org.sparkproject.guava.collect.MapMakerInternalMap$Strength$1
4415:             1             24  org.sparkproject.guava.collect.MapMakerInternalMap$Strength$2
4416:             1             24  org.sparkproject.guava.collect.MapMakerInternalMap$Strength$3
4417:             1             24  org.sparkproject.guava.hash.Hashing$ChecksumType$1
4418:             1             24  org.sparkproject.guava.hash.Hashing$ChecksumType$2
4419:             1             24  org.threeten.extra.PeriodDuration
4420:             1             24  org.wildfly.common.context.ContextPermission
4421:             1             24  org.xnio.nio.NioTcpServer$1
4422:             1             24  org.xnio.nio.NioXnio$4
4423:             1             24  org.xnio.nio.NioXnioWorker$NioWorkerMetrics$$Lambda$447/0x000000084070c440
4424:             1             24  scala.collection.IndexedSeq$
4425:             1             24  scala.collection.Traversable$
4426:             1             24  scala.collection.immutable.List$
4427:             1             24  scala.collection.immutable.Vector$
4428:             1             24  scala.reflect.ClassTag$$anon$1
4429:             1             24  scala.reflect.ManifestFactory$BooleanManifest
4430:             1             24  scala.reflect.ManifestFactory$ByteManifest
4431:             1             24  scala.reflect.ManifestFactory$CharManifest
4432:             1             24  scala.reflect.ManifestFactory$DoubleManifest
4433:             1             24  scala.reflect.ManifestFactory$FloatManifest
4434:             1             24  scala.reflect.ManifestFactory$IntManifest
4435:             1             24  scala.reflect.ManifestFactory$LongManifest
4436:             1             24  scala.reflect.ManifestFactory$ShortManifest
4437:             1             24  scala.reflect.ManifestFactory$UnitManifest
4438:             1             24  scala.reflect.package$
4439:             1             24  scala.sys.BooleanProp$BooleanPropImpl
4440:             1             24  sun.management.CompilationImpl (java.management@11.0.14)
4441:             1             24  sun.management.ManagementFactoryHelper$LoggingMXBeanAccess (java.management@11.0.14)
4442:             1             24  sun.management.ManagementFactoryHelper$PlatformLoggingImpl (java.management@11.0.14)
4443:             1             24  sun.management.MemoryImpl (java.management@11.0.14)
4444:             1             24  sun.management.RuntimeImpl (java.management@11.0.14)
4445:             1             24  sun.management.VMManagementImpl (java.management@11.0.14)
4446:             1             24  sun.net.sdp.SdpProvider (java.base@11.0.14)
4447:             1             24  sun.nio.cs.ISO_8859_1 (java.base@11.0.14)
4448:             1             24  sun.nio.cs.US_ASCII (java.base@11.0.14)
4449:             1             24  sun.nio.cs.UTF_16 (java.base@11.0.14)
4450:             1             24  sun.nio.cs.UTF_16BE (java.base@11.0.14)
4451:             1             24  sun.nio.cs.UTF_16LE (java.base@11.0.14)
4452:             1             24  sun.nio.cs.UTF_8 (java.base@11.0.14)
4453:             1             24  sun.nio.fs.AbstractWatchKey$Event (java.base@11.0.14)
4454:             1             24  sun.reflect.generics.reflectiveObjects.WildcardTypeImpl (java.base@11.0.14)
4455:             1             24  sun.reflect.generics.tree.Wildcard (java.base@11.0.14)
4456:             1             24  sun.util.cldr.CLDRCalendarDataProviderImpl (java.base@11.0.14)
4457:             1             24  sun.util.cldr.CLDRTimeZoneNameProviderImpl (java.base@11.0.14)
4458:             1             24  sun.util.locale.BaseLocale$Cache (java.base@11.0.14)
4459:             1             24  sun.util.locale.provider.CalendarProviderImpl (java.base@11.0.14)
4460:             1             24  sun.util.locale.provider.DateFormatSymbolsProviderImpl (java.base@11.0.14)
4461:             1             24  sun.util.locale.provider.DecimalFormatSymbolsProviderImpl (java.base@11.0.14)
4462:             1             24  sun.util.locale.provider.NumberFormatProviderImpl (java.base@11.0.14)
4463:             1             24  sun.util.locale.provider.TimeZoneNameProviderImpl (java.base@11.0.14)
4464:             1             16  [Lcom.google.re2j.Regexp;
4465:             1             16  [Lcom.sun.source.util.TaskListener; (jdk.compiler@11.0.14)
4466:             1             16  [Lio.grpc.ServerInterceptor;
4467:             1             16  [Lio.grpc.StreamTracer;
4468:             1             16  [Lio.grpc.netty.shaded.io.netty.util.DefaultAttributeMap$DefaultAttribute;
4469:             1             16  [Lio.netty.util.AsciiString;
4470:             1             16  [Lio.netty.util.DefaultAttributeMap$DefaultAttribute;
4471:             1             16  [Lio.trino.hive.$internal.org.codehaus.jackson.map.AbstractTypeResolver;
4472:             1             16  [Lio.trino.hive.$internal.org.codehaus.jackson.map.Deserializers;
4473:             1             16  [Lio.trino.hive.$internal.org.codehaus.jackson.map.KeyDeserializers;
4474:             1             16  [Lio.trino.hive.$internal.org.codehaus.jackson.map.Serializers;
4475:             1             16  [Lio.trino.hive.$internal.org.codehaus.jackson.map.deser.BeanDeserializerModifier;
4476:             1             16  [Lio.trino.hive.$internal.org.codehaus.jackson.map.deser.ValueInstantiators;
4477:             1             16  [Lio.trino.hive.$internal.org.codehaus.jackson.map.introspect.AnnotationMap;
4478:             1             16  [Lio.trino.hive.$internal.org.codehaus.jackson.map.ser.BeanSerializerModifier;
4479:             1             16  [Ljava.lang.ClassLoader; (java.base@11.0.14)
4480:             1             16  [Ljava.lang.Throwable; (java.base@11.0.14)
4481:             1             16  [Ljava.nio.file.attribute.FileAttribute; (java.base@11.0.14)
4482:             1             16  [Ljava.security.CodeSigner; (java.base@11.0.14)
4483:             1             16  [Ljava.security.Provider; (java.base@11.0.14)
4484:             1             16  [Ljava.time.LocalDateTime; (java.base@11.0.14)
4485:             1             16  [Ljava.time.zone.ZoneOffsetTransitionRule; (java.base@11.0.14)
4486:             1             16  [Ljava.util.logging.Handler; (java.logging@11.0.14)
4487:             1             16  [Ljavax.lang.model.element.Element; (java.compiler@11.0.14)
4488:             1             16  [Lorg.apache.logging.log4j.Level;
4489:             1             16  [Lorg.apache.logging.log4j.core.Appender;
4490:             1             16  [Lorg.apache.logging.log4j.core.impl.ExtendedStackTraceElement;
4491:             1             16  [Lorg.apache.logging.log4j.core.impl.ThrowableProxy;
4492:             1             16  [Lorg.apache.logging.log4j.spi.LoggerContext;
4493:             1             16  [Lorg.wildfly.common.net.CidrAddressTable$Mapping;
4494:             1             16  [[C (java.base@11.0.14)
4495:             1             16  autovalue.shaded.com.google.common.common.base.Joiner
4496:             1             16  autovalue.shaded.com.google.common.common.collect.Iterators$1
4497:             1             16  autovalue.shaded.com.google.common.common.collect.Iterators$2
4498:             1             16  com.baidu.jprotobuf.pbrpc.data.RpcMeta$$JProtoBufClass
4499:             1             16  com.baidu.jprotobuf.pbrpc.data.RpcRequestMeta$$JProtoBufClass
4500:             1             16  com.baidu.jprotobuf.pbrpc.data.RpcResponseMeta$$JProtoBufClass
4501:             1             16  com.codahale.metrics.Clock$UserTimeClock
4502:             1             16  com.codahale.metrics.MetricFilter$$Lambda$1288/0x0000000840c27840
4503:             1             16  com.codahale.metrics.MetricRegistry$MetricBuilder$1
4504:             1             16  com.codahale.metrics.MetricRegistry$MetricBuilder$2
4505:             1             16  com.codahale.metrics.MetricRegistry$MetricBuilder$3
4506:             1             16  com.codahale.metrics.MetricRegistry$MetricBuilder$4
4507:             1             16  com.codahale.metrics.MetricRegistry$MetricBuilder$5
4508:             1             16  com.codahale.metrics.WeightedSnapshot$$Lambda$1289/0x0000000840c27040
4509:             1             16  com.fasterxml.uuid.UUIDClock
4510:             1             16  com.github.benmanes.caffeine.cache.Caffeine$$Lambda$137/0x00000008401b4440
4511:             1             16  com.github.benmanes.caffeine.cache.LocalAsyncCache$AsyncAsMapView
4512:             1             16  com.google.common.base.Absent
4513:             1             16  com.google.common.base.CharMatcher$None
4514:             1             16  com.google.common.base.CharMatcher$Whitespace
4515:             1             16  com.google.common.base.Equivalence$Equals
4516:             1             16  com.google.common.base.JdkPattern
4517:             1             16  com.google.common.base.Platform$JdkPatternCompiler
4518:             1             16  com.google.common.base.Splitter$3
4519:             1             16  com.google.common.base.Suppliers$SupplierOfInstance
4520:             1             16  com.google.common.base.Ticker$1
4521:             1             16  com.google.common.cache.CacheBuilder$$Lambda$166/0x0000000840203c40
4522:             1             16  com.google.common.cache.CacheBuilder$1
4523:             1             16  com.google.common.cache.CacheBuilder$2
4524:             1             16  com.google.common.cache.LocalCache$1
4525:             1             16  com.google.common.cache.LocalCache$2
4526:             1             16  com.google.common.cache.LocalCache$StrongValueReference
4527:             1             16  com.google.common.collect.AbstractMultiset$EntrySet
4528:             1             16  com.google.common.collect.AbstractTable$CellSet
4529:             1             16  com.google.common.collect.AbstractTable$Values
4530:             1             16  com.google.common.collect.CollectCollectors$$Lambda$471/0x00000008407c5040
4531:             1             16  com.google.common.collect.CollectCollectors$$Lambda$472/0x00000008407c5440
4532:             1             16  com.google.common.collect.CollectCollectors$$Lambda$473/0x00000008407c4840
4533:             1             16  com.google.common.collect.CollectCollectors$$Lambda$474/0x00000008407c4c40
4534:             1             16  com.google.common.collect.CollectCollectors$$Lambda$475/0x00000008407c4040
4535:             1             16  com.google.common.collect.CollectCollectors$$Lambda$476/0x00000008407c4440
4536:             1             16  com.google.common.collect.CollectCollectors$$Lambda$477/0x00000008407c3840
4537:             1             16  com.google.common.collect.CollectCollectors$$Lambda$478/0x00000008407c3c40
4538:             1             16  com.google.common.collect.CollectCollectors$$Lambda$479/0x00000008407c3040
4539:             1             16  com.google.common.collect.CollectCollectors$$Lambda$480/0x00000008407c3440
4540:             1             16  com.google.common.collect.CollectCollectors$$Lambda$481/0x00000008407c2840
4541:             1             16  com.google.common.collect.CollectCollectors$$Lambda$482/0x00000008407c2c40
4542:             1             16  com.google.common.collect.CollectCollectors$$Lambda$483/0x0000000840898040
4543:             1             16  com.google.common.collect.CollectCollectors$$Lambda$485/0x0000000840898840
4544:             1             16  com.google.common.collect.CollectCollectors$$Lambda$486/0x0000000840898c40
4545:             1             16  com.google.common.collect.CollectCollectors$$Lambda$541/0x00000008408f1840
4546:             1             16  com.google.common.collect.CollectCollectors$$Lambda$543/0x00000008408f1040
4547:             1             16  com.google.common.collect.CollectCollectors$$Lambda$544/0x00000008408f1440
4548:             1             16  com.google.common.collect.CollectSpliterators$FlatMapSpliteratorOfObject$$Lambda$1079/0x0000000840bdbc40
4549:             1             16  com.google.common.collect.ImmutableSortedMap$1EntrySet$1
4550:             1             16  com.google.common.collect.Maps$Values
4551:             1             16  com.google.common.collect.RegularImmutableMap$Values
4552:             1             16  com.google.common.collect.Streams$$Lambda$1078/0x0000000840bdc440
4553:             1             16  com.google.common.collect.TreeBasedTable$Factory
4554:             1             16  com.google.common.collect.TreeMultiset$Reference
4555:             1             16  com.google.common.escape.Escaper$$Lambda$851/0x0000000840b0c440
4556:             1             16  com.google.common.escape.Escapers$1
4557:             1             16  com.google.common.escape.Platform$1
4558:             1             16  com.google.common.reflect.TypeResolver$WildcardCapturer
4559:             1             16  com.google.common.util.concurrent.AbstractFuture$UnsafeAtomicHelper
4560:             1             16  com.google.gson.Gson$FutureTypeAdapter
4561:             1             16  com.google.gson.JsonNull
4562:             1             16  com.google.gson.JsonPrimitive
4563:             1             16  com.google.gson.internal.ConstructorConstructor$10
4564:             1             16  com.google.gson.internal.LinkedTreeMap$1
4565:             1             16  com.google.gson.internal.bind.ArrayTypeAdapter$1
4566:             1             16  com.google.gson.internal.bind.DateTypeAdapter$1
4567:             1             16  com.google.gson.internal.bind.DefaultDateTypeAdapter$DateType$1
4568:             1             16  com.google.gson.internal.bind.NumberTypeAdapter
4569:             1             16  com.google.gson.internal.bind.NumberTypeAdapter$1
4570:             1             16  com.google.gson.internal.bind.TypeAdapters$1
4571:             1             16  com.google.gson.internal.bind.TypeAdapters$10
4572:             1             16  com.google.gson.internal.bind.TypeAdapters$11
4573:             1             16  com.google.gson.internal.bind.TypeAdapters$12
4574:             1             16  com.google.gson.internal.bind.TypeAdapters$13
4575:             1             16  com.google.gson.internal.bind.TypeAdapters$14
4576:             1             16  com.google.gson.internal.bind.TypeAdapters$15
4577:             1             16  com.google.gson.internal.bind.TypeAdapters$16
4578:             1             16  com.google.gson.internal.bind.TypeAdapters$17
4579:             1             16  com.google.gson.internal.bind.TypeAdapters$18
4580:             1             16  com.google.gson.internal.bind.TypeAdapters$19
4581:             1             16  com.google.gson.internal.bind.TypeAdapters$2
4582:             1             16  com.google.gson.internal.bind.TypeAdapters$20
4583:             1             16  com.google.gson.internal.bind.TypeAdapters$21
4584:             1             16  com.google.gson.internal.bind.TypeAdapters$22
4585:             1             16  com.google.gson.internal.bind.TypeAdapters$23
4586:             1             16  com.google.gson.internal.bind.TypeAdapters$24
4587:             1             16  com.google.gson.internal.bind.TypeAdapters$25
4588:             1             16  com.google.gson.internal.bind.TypeAdapters$26
4589:             1             16  com.google.gson.internal.bind.TypeAdapters$27
4590:             1             16  com.google.gson.internal.bind.TypeAdapters$28
4591:             1             16  com.google.gson.internal.bind.TypeAdapters$3
4592:             1             16  com.google.gson.internal.bind.TypeAdapters$4
4593:             1             16  com.google.gson.internal.bind.TypeAdapters$5
4594:             1             16  com.google.gson.internal.bind.TypeAdapters$6
4595:             1             16  com.google.gson.internal.bind.TypeAdapters$7
4596:             1             16  com.google.gson.internal.bind.TypeAdapters$8
4597:             1             16  com.google.gson.internal.bind.TypeAdapters$9
4598:             1             16  com.google.gson.internal.sql.SqlDateTypeAdapter$1
4599:             1             16  com.google.gson.internal.sql.SqlTimeTypeAdapter$1
4600:             1             16  com.google.gson.internal.sql.SqlTimestampTypeAdapter$1
4601:             1             16  com.google.gson.internal.sql.SqlTypesSupport$1
4602:             1             16  com.google.gson.internal.sql.SqlTypesSupport$2
4603:             1             16  com.google.gson.stream.JsonReader$1
4604:             1             16  com.google.protobuf.ByteString$2
4605:             1             16  com.google.protobuf.ByteString$ArraysByteArrayCopier
4606:             1             16  com.google.protobuf.DescriptorProtos$DescriptorProto$1
4607:             1             16  com.google.protobuf.DescriptorProtos$EnumDescriptorProto$1
4608:             1             16  com.google.protobuf.DescriptorProtos$EnumValueDescriptorProto$1
4609:             1             16  com.google.protobuf.DescriptorProtos$FieldDescriptorProto$1
4610:             1             16  com.google.protobuf.DescriptorProtos$FieldDescriptorProto$Label$1
4611:             1             16  com.google.protobuf.DescriptorProtos$FieldDescriptorProto$Type$1
4612:             1             16  com.google.protobuf.DescriptorProtos$FieldOptions$1
4613:             1             16  com.google.protobuf.DescriptorProtos$FileDescriptorProto$1
4614:             1             16  com.google.protobuf.DescriptorProtos$FileOptions$1
4615:             1             16  com.google.protobuf.DescriptorProtos$MessageOptions$1
4616:             1             16  com.google.protobuf.DescriptorProtos$MethodDescriptorProto$1
4617:             1             16  com.google.protobuf.DescriptorProtos$MethodOptions$1
4618:             1             16  com.google.protobuf.DescriptorProtos$OneofDescriptorProto$1
4619:             1             16  com.google.protobuf.DescriptorProtos$ServiceDescriptorProto$1
4620:             1             16  com.google.protobuf.ExtensionRegistryLite
4621:             1             16  com.google.protobuf.SmallSortedMap$EmptySet$1
4622:             1             16  com.google.protobuf.SmallSortedMap$EmptySet$2
4623:             1             16  com.google.protobuf.UnknownFieldSet
4624:             1             16  com.google.protobuf.UnknownFieldSet$Parser
4625:             1             16  com.google.protobuf.UnsafeUtil$JvmMemoryAccessor
4626:             1             16  com.google.protobuf.Utf8$UnsafeProcessor
4627:             1             16  com.lmax.disruptor.FatalExceptionHandler
4628:             1             16  com.lmax.disruptor.dsl.ExceptionHandlerWrapper
4629:             1             16  com.sleepycat.bind.tuple.BooleanBinding
4630:             1             16  com.sleepycat.bind.tuple.ByteBinding
4631:             1             16  com.sleepycat.bind.tuple.CharacterBinding
4632:             1             16  com.sleepycat.bind.tuple.DoubleBinding
4633:             1             16  com.sleepycat.bind.tuple.FloatBinding
4634:             1             16  com.sleepycat.bind.tuple.IntegerBinding
4635:             1             16  com.sleepycat.bind.tuple.LongBinding
4636:             1             16  com.sleepycat.bind.tuple.ShortBinding
4637:             1             16  com.sleepycat.bind.tuple.StringBinding
4638:             1             16  com.sleepycat.je.cleaner.UtilizationProfile$$Lambda$187/0x000000084029d840
4639:             1             16  com.sleepycat.je.evictor.DummyAllocator
4640:             1             16  com.sleepycat.je.evictor.Evictor$RejectEvictHandler
4641:             1             16  com.sleepycat.je.evictor.OffHeapCache$1
4642:             1             16  com.sleepycat.je.latch.LatchSupport$1
4643:             1             16  com.sleepycat.je.log.FileManager$1
4644:             1             16  com.sleepycat.je.log.FileManager$2
4645:             1             16  com.sleepycat.je.log.FileManager$6
4646:             1             16  com.sleepycat.je.log.entry.ErasedLogEntry
4647:             1             16  com.sleepycat.je.rep.NoConsistencyRequiredPolicy
4648:             1             16  com.sleepycat.je.rep.elections.Elections$ElectionListener
4649:             1             16  com.sleepycat.je.rep.elections.Learner$1
4650:             1             16  com.sleepycat.je.rep.elections.MasterValue$1
4651:             1             16  com.sleepycat.je.rep.elections.TimebasedProposalGenerator$StringProposal$1
4652:             1             16  com.sleepycat.je.rep.impl.RepGroupImpl$1
4653:             1             16  com.sleepycat.je.rep.impl.RepGroupImpl$2
4654:             1             16  com.sleepycat.je.rep.impl.RepGroupImpl$3
4655:             1             16  com.sleepycat.je.rep.impl.RepGroupImpl$4
4656:             1             16  com.sleepycat.je.rep.impl.RepGroupImpl$5
4657:             1             16  com.sleepycat.je.rep.impl.RepGroupImpl$6
4658:             1             16  com.sleepycat.je.rep.impl.node.FeederManager$MatchElectableFeeders
4659:             1             16  com.sleepycat.je.rep.txn.MasterTxn$1
4660:             1             16  com.sleepycat.je.rep.util.AtomicLongMax
4661:             1             16  com.sleepycat.je.rep.utilint.RepUtils$Clock
4662:             1             16  com.sleepycat.je.rep.utilint.RepUtils$NoConsistencyRequiredPolicyFormat
4663:             1             16  com.sleepycat.je.rep.utilint.RepUtils$TimeConsistencyPolicyFormat
4664:             1             16  com.sleepycat.je.rep.utilint.net.SimpleChannelFactory
4665:             1             16  com.sleepycat.je.tree.INTargetRep$None
4666:             1             16  com.sleepycat.je.tree.Key$DumpType$1
4667:             1             16  com.sleepycat.je.tree.Key$DumpType$2
4668:             1             16  com.sleepycat.je.tree.Key$DumpType$3
4669:             1             16  com.sleepycat.je.tree.Key$DumpType$4
4670:             1             16  com.sleepycat.je.utilint.Java7FileStoreInfo
4671:             1             16  com.sleepycat.je.utilint.Java7FileStoreInfo$Java7Factory
4672:             1             16  com.sleepycat.je.utilint.TaskCoordinator$CoordinatorSemaphore
4673:             1             16  com.staros.filestore.FileStoreMgr$$Lambda$404/0x00000008406aac40
4674:             1             16  com.staros.heartbeat.HeartbeatManager$$Lambda$288/0x0000000840504040
4675:             1             16  com.staros.journal.DelegateJournalSystem
4676:             1             16  com.staros.journal.JournalReplayer
4677:             1             16  com.staros.journal.StarMgrJournal$1
4678:             1             16  com.staros.journal.StarMgrJournal$10
4679:             1             16  com.staros.journal.StarMgrJournal$11
4680:             1             16  com.staros.journal.StarMgrJournal$12
4681:             1             16  com.staros.journal.StarMgrJournal$13
4682:             1             16  com.staros.journal.StarMgrJournal$14
4683:             1             16  com.staros.journal.StarMgrJournal$15
4684:             1             16  com.staros.journal.StarMgrJournal$16
4685:             1             16  com.staros.journal.StarMgrJournal$17
4686:             1             16  com.staros.journal.StarMgrJournal$2
4687:             1             16  com.staros.journal.StarMgrJournal$3
4688:             1             16  com.staros.journal.StarMgrJournal$4
4689:             1             16  com.staros.journal.StarMgrJournal$5
4690:             1             16  com.staros.journal.StarMgrJournal$6
4691:             1             16  com.staros.journal.StarMgrJournal$7
4692:             1             16  com.staros.journal.StarMgrJournal$8
4693:             1             16  com.staros.journal.StarMgrJournal$9
4694:             1             16  com.staros.manager.HttpDispatcher$$Lambda$264/0x000000084047ac40
4695:             1             16  com.staros.manager.HttpDispatcher$$Lambda$265/0x000000084047b040
4696:             1             16  com.staros.manager.HttpDispatcher$$Lambda$266/0x000000084047b440
4697:             1             16  com.staros.manager.HttpDispatcher$$Lambda$267/0x000000084047b840
4698:             1             16  com.staros.manager.HttpDispatcher$$Lambda$268/0x000000084047bc40
4699:             1             16  com.staros.manager.HttpDispatcher$$Lambda$269/0x000000084047c040
4700:             1             16  com.staros.manager.HttpDispatcher$$Lambda$270/0x000000084047c440
4701:             1             16  com.staros.manager.HttpService
4702:             1             16  com.staros.manager.StarManager$$Lambda$832/0x0000000840b08840
4703:             1             16  com.staros.manager.StarManager$$Lambda$833/0x0000000840b08c40
4704:             1             16  com.staros.manager.StarManagerService
4705:             1             16  com.staros.proto.AddFileStoreRequest$1
4706:             1             16  com.staros.proto.AddFileStoreResponse$1
4707:             1             16  com.staros.proto.AddShardInfo$1
4708:             1             16  com.staros.proto.AddShardRequest$1
4709:             1             16  com.staros.proto.AddShardResponse$1
4710:             1             16  com.staros.proto.AddWorkerRequest$1
4711:             1             16  com.staros.proto.AddWorkerResponse$1
4712:             1             16  com.staros.proto.AllocateFilePathRequest$1
4713:             1             16  com.staros.proto.AllocateFilePathResponse$1
4714:             1             16  com.staros.proto.AwsCredentialInfo$1
4715:             1             16  com.staros.proto.AwsCredentialType$1
4716:             1             16  com.staros.proto.AwsSimpleCredentialInfo$1
4717:             1             16  com.staros.proto.BootstrapServiceRequest$1
4718:             1             16  com.staros.proto.BootstrapServiceResponse$1
4719:             1             16  com.staros.proto.CreateMetaGroupRequest$1
4720:             1             16  com.staros.proto.CreateMetaGroupResponse$1
4721:             1             16  com.staros.proto.CreateShardGroupInfo$1
4722:             1             16  com.staros.proto.CreateShardGroupRequest$1
4723:             1             16  com.staros.proto.CreateShardGroupResponse$1
4724:             1             16  com.staros.proto.CreateShardInfo$1
4725:             1             16  com.staros.proto.CreateShardJournalInfo$1
4726:             1             16  com.staros.proto.CreateShardRequest$1
4727:             1             16  com.staros.proto.CreateShardResponse$1
4728:             1             16  com.staros.proto.CreateWorkerGroupRequest$1
4729:             1             16  com.staros.proto.CreateWorkerGroupResponse$1
4730:             1             16  com.staros.proto.DeleteMetaGroupRequest$1
4731:             1             16  com.staros.proto.DeleteMetaGroupResponse$1
4732:             1             16  com.staros.proto.DeleteShardGroupInfo$1
4733:             1             16  com.staros.proto.DeleteShardGroupRequest$1
4734:             1             16  com.staros.proto.DeleteShardGroupResponse$1
4735:             1             16  com.staros.proto.DeleteShardRequest$1
4736:             1             16  com.staros.proto.DeleteShardResponse$1
4737:             1             16  com.staros.proto.DeleteWorkerGroupRequest$1
4738:             1             16  com.staros.proto.DeleteWorkerGroupResponse$1
4739:             1             16  com.staros.proto.DeregisterServiceRequest$1
4740:             1             16  com.staros.proto.DeregisterServiceResponse$1
4741:             1             16  com.staros.proto.DumpRequest$1
4742:             1             16  com.staros.proto.DumpResponse$1
4743:             1             16  com.staros.proto.FileCacheInfo$1
4744:             1             16  com.staros.proto.FilePathInfo$1
4745:             1             16  com.staros.proto.FileStoreInfo$1
4746:             1             16  com.staros.proto.FileStoreMgrImageMetaFooter$1
